	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length
1109	ClassA	RF0053	YP_006959620.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959620.1	410687532	bacteria|complete|plasmid	PROVISIONAL	305
1110	ClassA	RF0053	YP_006959624.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959624.1	410687537	bacteria|complete|plasmid	PROVISIONAL	305
1111	ClassA	RF0053	YP_006959628.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959628.1	410687542	bacteria|complete|plasmid	PROVISIONAL	305
1112	ClassA	RF0053	YP_006959632.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959632.1	410687547	bacteria|complete|plasmid	PROVISIONAL	305
1113	ClassA	RF0053	YP_006959636.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959636.1	410687552	bacteria|complete|plasmid	PROVISIONAL	305
1114	TEM	RF0126	YP_006959642.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959642.1	410687561	bacteria|complete|plasmid	PROVISIONAL	286
1115	TEM	RF0126	YP_006959646.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959646.1	410687565	bacteria|complete|plasmid	PROVISIONAL	286
1116	TEM	RF0126	YP_006959651.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959651.1	410687571	bacteria|complete|plasmid	PROVISIONAL	286
1117	TEM	RF0126	YP_006959654.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959654.1	410687575	bacteria|complete|plasmid	PROVISIONAL	286
1118	TEM	RF0126	YP_006959658.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959658.1	410687580	bacteria|complete|plasmid	PROVISIONAL	286
1119	TEM	RF0126	YP_006959660.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959660.1	410687583	bacteria|complete|plasmid	PROVISIONAL	286
1120	TEM	RF0126	YP_006959663.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959663.1	410687587	bacteria|complete|plasmid	PROVISIONAL	286
1121	ClassD	RF0056	YP_006960400.1	-	1.0999999999999997e-108	355.2	1.8	1.1999999999999995e-108	355.1	1.8	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_006960400.1	410687674	bacteria|complete|plasmid	PROVISIONAL	275
1122	ClassA	RF0053	YP_006960538.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	747	Pasteurella multocida	YP_006960538.1	410687703	bacteria|complete|plasmid	PROVISIONAL	305
1123	ClassA	RF0053	YP_006960554.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	747	Pasteurella multocida	YP_006960554.1	410687723	bacteria|complete|plasmid	PROVISIONAL	305
1124	TEM	RF0126	YP_006960556.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	485	Neisseria gonorrhoeae	YP_006960556.1	410687727	bacteria|complete|plasmid	PROVISIONAL	286
1125	ErmB	RF0070	YP_006960571.1	-	3.2999999999999994e-172	563.3	15.5	3.699999999999999e-172	563.1	15.5	1.0	1.0	0	0	1	1	1	1	ErmB: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000375]	1351	Enterococcus faecalis	YP_006960571.1	410687743	bacteria|complete|plasmid	PROVISIONAL	245
1126	vanR	RF0154	YP_006960577.1	-	1.1999999999999997e-107	351.6	1.4	1.2999999999999996e-107	351.4	1.4	1.0	1.0	0	0	1	1	1	1	VanR: transcriptional activator regulating VanA, VanH and VanX [ARO:3000574]	1351	Enterococcus faecalis	YP_006960577.1	410687749	bacteria|complete|plasmid	PROVISIONAL	231
1127	vanS	RF0155	YP_006960578.1	-	8.199999999999999e-147	481.9	6.0	9.199999999999996e-147	481.7	6.0	1.0	1.0	0	0	1	1	1	1	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	1351	Enterococcus faecalis	YP_006960578.1	410687750	bacteria|complete|plasmid	PROVISIONAL	364
1128	vanH	RF0153	YP_006960579.1	-	2.2999999999999988e-196	644.0	0.7	2.499999999999999e-196	643.9	0.7	1.0	1.0	0	0	1	1	1	1	VanH: D-specific alpha-ketoacid dehydrogenase that synthesizes D-lactate [ARO:3000006]	1351	Enterococcus faecalis	YP_006960579.1	410687751	bacteria|complete|plasmid	PROVISIONAL	322
1129	vanA	RF0149	YP_006960580.1	-	8.899999999999995e-245	803.8	0.8	9.899999999999995e-245	803.6	0.8	1.0	1.0	0	0	1	1	1	1	VanA: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000010]	1351	Enterococcus faecalis	YP_006960580.1	410687752	bacteria|complete|plasmid	PROVISIONAL	343
1130	vanX	RF0158	YP_006960581.1	-	6.399999999999998e-117	381.3	0.1	7.099999999999998e-117	381.1	0.1	1.0	1.0	0	0	1	1	1	1	VanX: glycopeptide resistance gene [ARO:3000011]	1351	Enterococcus faecalis	YP_006960581.1	410687753	bacteria|complete|plasmid	PROVISIONAL	202
1131	vanZ	RF0160	YP_006960582.1	-	3.1999999999999993e-103	335.5	18.6	3.5999999999999993e-103	335.3	18.6	1.0	1.0	0	0	1	1	1	1	VanZ: glycopeptide resistance gene [ARO:3000116]	1351	Enterococcus faecalis	YP_006960582.1	410687754	bacteria|complete|plasmid	PROVISIONAL	161
1132	APH3''	RF0172	YP_006960603.1	-	2.6999999999999993e-165	541.2	0.2	2.999999999999999e-165	541.0	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	738	[Haemophilus] parasuis	YP_006960603.1	410687776	bacteria|complete|plasmid	PROVISIONAL	267
1133	APH3''	RF0172	YP_006960704.1	-	1.0999999999999998e-162	532.6	0.1	1.1999999999999996e-162	532.5	0.1	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	558687	uncultured bacterium HHV216	YP_006960704.1	410685910	bacteria|complete|plasmid	PROVISIONAL	264
1134	APH6	RF0034	YP_006960705.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	558687	uncultured bacterium HHV216	YP_006960705.1	410685911	bacteria|complete|plasmid	PROVISIONAL	278
1135	TetH-TetJ	RF0132	YP_006960706.1	-	1.2999999999999993e-280	922.9	29.3	1.399999999999999e-280	922.7	29.3	1.0	1.0	0	0	1	1	1	1	tetH and TetJ: tetracycline resistance MFS efflux pumps [ARO:3000175;ARO:3000177]	558687	uncultured bacterium HHV216	YP_006960706.1	410685912	bacteria|complete|plasmid	PROVISIONAL	400
1136	APH3''	RF0172	YP_006960711.1	-	2.6e-124	406.8	0.4	2.8999999999999994e-124	406.6	0.4	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	558687	uncultured bacterium HHV216	YP_006960711.1	410685917	bacteria|complete|plasmid	PROVISIONAL	205
1137	APH6	RF0034	YP_006960712.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	558687	uncultured bacterium HHV216	YP_006960712.1	410685918	bacteria|complete|plasmid	PROVISIONAL	278
1138	Chlor_Efflux_Pump	RF0051	YP_006960714.1	-	6.0999999999999985e-170	558.5	48.6	6.799999999999999e-170	558.3	48.6	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	558687	uncultured bacterium HHV216	YP_006960714.1	410685920	bacteria|complete|plasmid	PROVISIONAL	404
1139	AAC3	RF0002	YP_006960765.1	-	4.999999999999999e-147	481.4	0.5	5.599999999999999e-147	481.2	0.5	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	558689	uncultured bacterium HHV35	YP_006960765.1	410685972	bacteria|complete|plasmid	PROVISIONAL	286
1140	APH3''	RF0172	YP_006960768.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	558689	uncultured bacterium HHV35	YP_006960768.1	410685975	bacteria|complete|plasmid	PROVISIONAL	267
1141	APH6	RF0034	YP_006960769.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	558689	uncultured bacterium HHV35	YP_006960769.1	410685976	bacteria|complete|plasmid	PROVISIONAL	278
1142	tet_MFS_efflux	RF0134	YP_006960886.1	-	6.999999999999997e-107	350.5	36.2	7.999999999999999e-107	350.3	36.2	1.0	1.0	0	0	1	1	1	1	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	886284	Bacillus sp. 24	YP_006960886.1	410687964	bacteria|complete|plasmid	PROVISIONAL	460
1143	Erm23S_rRNA_methyltrans	RF0067	YP_006961083.1	-	1.9999999999999996e-90	295.4	0.6	2.2e-90	295.3	0.6	1.0	1.0	0	0	1	1	1	1	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	1314	Streptococcus pyogenes	YP_006961083.1	410688180	bacteria|complete|plasmid	PROVISIONAL	244
1144	ANT3	RF0027	YP_006961169.1	-	1.0999999999999997e-164	538.9	1.0	1.1999999999999995e-164	538.8	1.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	749	[Pasteurella] aerogenes	YP_006961169.1	410688198	bacteria|complete|plasmid	PROVISIONAL	258
1145	tet_ribosomoal_protect	RF0135	YP_006961348.1	-	3.0999999999999983e-287	946.9	5.9	3.699999999999998e-287	946.7	5.9	1.0	1.0	0	0	1	1	1	1	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	1502	Clostridium perfringens	YP_006961348.1	410686242	bacteria|complete|plasmid	PROVISIONAL	660
1146	Chlor_Efflux_Pump	RF0051	YP_006961358.1	-	7.899999999999996e-169	554.8	49.3	8.799999999999997e-169	554.7	49.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	75985	Mannheimia haemolytica	YP_006961358.1	410688204	bacteria|complete|plasmid	PROVISIONAL	404
1147	Chlor_Acetyltrans_CAT	RF0050	YP_006961364.1	-	9.999999999999999e-52	168.6	0.3	1.1999999999999999e-51	168.3	0.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	34085	Riemerella anatipestifer	YP_006961364.1	410688211	bacteria|complete|plasmid	PROVISIONAL	209
1148	TetX	RF0136	YP_006961366.1	-	2.499999999999999e-282	928.5	3.1	2.799999999999998e-282	928.3	3.1	1.0	1.0	0	0	1	1	1	1	tetX: tetracycline inactivation enzyme [ARO:3000205]	34085	Riemerella anatipestifer	YP_006961366.1	410688213	bacteria|complete|plasmid	PROVISIONAL	388
1149	Chlor_Acetyltrans_CAT	RF0050	YP_006961367.1	-	9.999999999999999e-52	168.6	0.3	1.1999999999999999e-51	168.3	0.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	34085	Riemerella anatipestifer	YP_006961367.1	410688214	bacteria|complete|plasmid	PROVISIONAL	209
1150	Qnr	RF0113	YP_006961374.1	-	5.499999999999998e-122	398.3	9.2	6.099999999999998e-122	398.1	9.2	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	644	Aeromonas hydrophila	YP_006961374.1	410688222	bacteria|complete|plasmid	PROVISIONAL	218
1151	TEM	RF0126	YP_006961630.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	615	Serratia marcescens	YP_006961630.1	410688374	bacteria|complete|plasmid	PROVISIONAL	286
1152	ClassA	RF0053	YP_006961638.1	-	4.6999999999999994e-104	340.3	0.0	5.799999999999999e-104	340.0	0.0	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	615	Serratia marcescens	YP_006961638.1	410688382	bacteria|complete|plasmid	PROVISIONAL	292
1153	APH3'	RF0173	YP_006961646.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	28090	Acinetobacter lwoffii	YP_006961646.1	410688391	bacteria|complete|plasmid	PROVISIONAL	259
1154	NDM-CcrA	RF0108	YP_006961648.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	28090	Acinetobacter lwoffii	YP_006961648.1	410688393	bacteria|complete|plasmid	PROVISIONAL	270
1155	tet_MFS_efflux	RF0134	YP_006961696.1	-	9.799999999999998e-107	350.1	36.3	1.0999999999999997e-106	349.9	36.3	1.0	1.0	0	0	1	1	1	1	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	394098	Bhargavaea cecembensis	YP_006961696.1	410686361	bacteria|complete|plasmid	PROVISIONAL	460
1156	Qnr	RF0113	YP_006961783.1	-	7.299999999999999e-113	368.5	6.1	7.999999999999999e-113	368.3	6.1	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	1159238	Salmonella sp. M9397	YP_006961783.1	410688516	bacteria|complete|plasmid	PROVISIONAL	214
1157	ClassD	RF0056	YP_006961787.1	-	1.0999999999999997e-108	355.2	1.8	1.1999999999999995e-108	355.1	1.8	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_006961787.1	410688521	bacteria|complete|plasmid	PROVISIONAL	275
1158	APH3'	RF0173	YP_006961797.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	28090	Acinetobacter lwoffii	YP_006961797.1	410688532	bacteria|complete|plasmid	PROVISIONAL	259
1159	NDM-CcrA	RF0108	YP_006961799.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	28090	Acinetobacter lwoffii	YP_006961799.1	410688534	bacteria|complete|plasmid	PROVISIONAL	270
1160	tet_MFS_efflux	RF0134	YP_006961838.1	-	9.799999999999998e-107	350.1	36.3	1.0999999999999997e-106	349.9	36.3	1.0	1.0	0	0	1	1	1	1	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	747419	Bacillus sp. DMV2	YP_006961838.1	410686375	bacteria|complete|plasmid	PROVISIONAL	460
1161	ErmB	RF0070	YP_006961932.1	-	3.2999999999999994e-172	563.3	15.5	3.699999999999999e-172	563.1	15.5	1.0	1.0	0	0	1	1	1	1	ErmB: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000375]	1351	Enterococcus faecalis	YP_006961932.1	410688664	bacteria|complete|plasmid	PROVISIONAL	245
1162	vanR	RF0154	YP_006961938.1	-	1.1999999999999997e-107	351.6	1.4	1.2999999999999996e-107	351.4	1.4	1.0	1.0	0	0	1	1	1	1	VanR: transcriptional activator regulating VanA, VanH and VanX [ARO:3000574]	1351	Enterococcus faecalis	YP_006961938.1	410688670	bacteria|complete|plasmid	PROVISIONAL	231
1163	vanS	RF0155	YP_006961939.1	-	8.199999999999999e-147	481.9	6.0	9.199999999999996e-147	481.7	6.0	1.0	1.0	0	0	1	1	1	1	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	1351	Enterococcus faecalis	YP_006961939.1	410688671	bacteria|complete|plasmid	PROVISIONAL	364
1164	vanH	RF0153	YP_006961940.1	-	2.2999999999999988e-196	644.0	0.7	2.499999999999999e-196	643.9	0.7	1.0	1.0	0	0	1	1	1	1	VanH: D-specific alpha-ketoacid dehydrogenase that synthesizes D-lactate [ARO:3000006]	1351	Enterococcus faecalis	YP_006961940.1	410688672	bacteria|complete|plasmid	PROVISIONAL	322
1165	vanA	RF0149	YP_006961941.1	-	8.899999999999995e-245	803.8	0.8	9.899999999999995e-245	803.6	0.8	1.0	1.0	0	0	1	1	1	1	VanA: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000010]	1351	Enterococcus faecalis	YP_006961941.1	410688673	bacteria|complete|plasmid	PROVISIONAL	343
1166	vanX	RF0158	YP_006961942.1	-	6.399999999999998e-117	381.3	0.1	7.099999999999998e-117	381.1	0.1	1.0	1.0	0	0	1	1	1	1	VanX: glycopeptide resistance gene [ARO:3000011]	1351	Enterococcus faecalis	YP_006961942.1	410688674	bacteria|complete|plasmid	PROVISIONAL	202
1167	vanZ	RF0160	YP_006961943.1	-	3.1999999999999993e-103	335.5	18.6	3.5999999999999993e-103	335.3	18.6	1.0	1.0	0	0	1	1	1	1	VanZ: glycopeptide resistance gene [ARO:3000116]	1351	Enterococcus faecalis	YP_006961943.1	410688675	bacteria|complete|plasmid	PROVISIONAL	161
1168	AAC6-Ib	RF0005	YP_006961974.1	-	1.1999999999999997e-126	412.3	0.1	1.2999999999999997e-126	412.2	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	571	Klebsiella oxytoca	YP_006961974.1	410688709	bacteria|complete|plasmid	PROVISIONAL	172
1169	GES	RF0076	YP_006961975.1	-	1.1999999999999994e-206	677.4	0.5	1.2999999999999995e-206	677.2	0.5	1.0	1.0	0	0	1	1	1	1	GES beta-lactamase (class a) [ARO:3000066]	571	Klebsiella oxytoca	YP_006961975.1	410688710	bacteria|complete|plasmid	PROVISIONAL	287
1170	AAC6-Ib	RF0005	YP_006961977.1	-	2.1999999999999994e-125	408.2	0.1	2.4999999999999993e-125	408.1	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	571	Klebsiella oxytoca	YP_006961977.1	410688712	bacteria|complete|plasmid	PROVISIONAL	172
1171	APH3''	RF0172	YP_006962122.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	558688	uncultured bacterium HH1107	YP_006962122.1	410686472	bacteria|complete|plasmid	PROVISIONAL	267
1172	APH6	RF0034	YP_006962123.1	-	4.899999999999999e-149	488.3	1.7	5.3999999999999985e-149	488.1	1.7	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	558688	uncultured bacterium HH1107	YP_006962123.1	410686473	bacteria|complete|plasmid	PROVISIONAL	276
1173	TetX	RF0136	YP_006962125.1	-	1.0999999999999995e-241	794.6	2.3	1.2999999999999993e-241	794.4	2.3	1.0	1.0	0	0	1	1	1	1	tetX: tetracycline inactivation enzyme [ARO:3000205]	558688	uncultured bacterium HH1107	YP_006962125.1	410686475	bacteria|complete|plasmid	PROVISIONAL	386
1174	ABC_efflux	RF0007	YP_006962147.1	-	1.4999999999999997e-77	254.3	7.2	1.9999999999999997e-72	237.3	4.4	2.3	2.0	1	0	2	2	0	0	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	1282	Staphylococcus epidermidis	YP_006962147.1	410688773	bacteria|complete|plasmid	PROVISIONAL	522
1175	ABC_efflux	RF0007	YP_006962156.1	-	3.3e-78	256.4	7.2	1.9999999999999997e-72	237.3	4.4	2.3	2.0	1	0	2	2	0	0	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	1282	Staphylococcus epidermidis	YP_006962156.1	410688783	bacteria|complete|plasmid	PROVISIONAL	522
1176	KPC	RF0083	YP_006964674.1	-	2.0999999999999993e-208	683.2	3.9	2.399999999999999e-208	683.0	3.9	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	550	Enterobacter cloacae	YP_006964674.1	410686874	bacteria|complete|plasmid	PROVISIONAL	293
1177	ClassD	RF0056	YP_006964866.1	-	3.2999999999999994e-109	356.9	1.9	3.6999999999999993e-109	356.8	1.9	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_006964866.1	410686989	bacteria|complete|plasmid	PROVISIONAL	275
1178	ClassD	RF0056	YP_006964874.1	-	3.2999999999999994e-109	356.9	1.9	3.6999999999999993e-109	356.8	1.9	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_006964874.1	410686997	bacteria|complete|plasmid	PROVISIONAL	275
1179	Chlor_Acetyltrans_CAT	RF0050	YP_006964877.1	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	546	Citrobacter freundii	YP_006964877.1	410691148	bacteria|complete|plasmid	PROVISIONAL	219
1180	ANT3	RF0027	YP_006964886.1	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	546	Citrobacter freundii	YP_006964886.1	410691156	bacteria|complete|plasmid	PROVISIONAL	263
1181	NDM-CcrA	RF0108	YP_006964893.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	546	Citrobacter freundii	YP_006964893.1	410691163	bacteria|complete|plasmid	PROVISIONAL	270
1182	ANT3	RF0027	YP_006964898.1	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	546	Citrobacter freundii	YP_006964898.1	410691167	bacteria|complete|plasmid	PROVISIONAL	263
1183	16S_rRNA_methyltrans	RF0001	YP_006964903.1	-	1.0999999999999997e-124	408.0	6.0	1.1999999999999995e-124	407.8	6.0	1.0	1.0	0	0	1	1	1	1	16S ribosomal RNA methyltransferase [ARO:3000857]	546	Citrobacter freundii	YP_006964903.1	410691172	bacteria|complete|plasmid	PROVISIONAL	271
1184	ABC_efflux	RF0007	YP_006964906.1	-	1e-85	281.2	3.8	1.2999999999999998e-85	280.9	3.8	1.0	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	546	Citrobacter freundii	YP_006964906.1	410691174	bacteria|complete|plasmid	PROVISIONAL	491
1185	RND_efflux	RF0115	YP_006965042.1	-	0.0	1033.3	17.3	0.0	1033.0	17.3	1.0	1.0	0	0	1	1	1	1	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	546	Citrobacter freundii	YP_006965042.1	410691059	bacteria|complete|plasmid	PROVISIONAL	1049
1186	AAC3	RF0002	YP_006965140.1	-	3.3999999999999996e-146	478.6	0.4	3.899999999999999e-146	478.4	0.4	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	738	[Haemophilus] parasuis	YP_006965140.1	410687004	bacteria|complete|plasmid	PROVISIONAL	286
1187	Chlor_Acetyltrans_CAT	RF0050	YP_006965142.1	-	3.599999999999999e-87	284.5	1.0	3.8999999999999994e-87	284.4	1.0	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	738	[Haemophilus] parasuis	YP_006965142.1	410687006	bacteria|complete|plasmid	PROVISIONAL	213
1188	APH3''	RF0172	YP_006965143.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	738	[Haemophilus] parasuis	YP_006965143.1	410687005	bacteria|complete|plasmid	PROVISIONAL	267
1189	ClassA	RF0053	YP_006965149.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	738	[Haemophilus] parasuis	YP_006965149.1	410687011	bacteria|complete|plasmid	PROVISIONAL	305
1190	APH3	RF0033	YP_006965150.1	-	9.399999999999997e-146	477.0	0.0	1.0999999999999996e-145	476.8	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	738	[Haemophilus] parasuis	YP_006965150.1	410687012	bacteria|complete|plasmid	PROVISIONAL	271
1191	TetM-TetW-TetO-TetS	RF0133	YP_006965308.1	-	0.0	1215.1	3.2	0.0	1214.9	3.2	1.0	1.0	0	0	1	1	1	1	tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	68892	Streptococcus infantis	YP_006965308.1	410691251	bacteria|complete|plasmid	PROVISIONAL	646
